EID_100001, Durant, Henriette, (024) 777 588 511, henriette.durant@heig-vd.ch, FEMALE, EC, Professeur
EID_104057, Jones, Fabrice, (024) 777 548 501, fabrice.jones@heig-vd.ch, MALE, HEG, Professeur
EID_104058, Delon, Gontran, (024) 777 720 554, gontran.delon@heig-vd.ch, MALE, DEPG, Professeur
EID_104059, Dupond, Frédéric, (024) 777 707 236, frederic.dupond@heig-vd.ch, MALE, TIC, Etudiant
EID_104060, Dupont, Amélie, (024) 777 707 286, amelie.dupont@heig-vd.ch, FEMALE, TIC, Professeur
EID_104061, Smith, Carole, (024) 777 351 246, carole.smith@heig-vd.ch, FEMALE, EC, Etudiant
EID_104062, Delon, Aurore, (024) 777 599 751, aurore.delon@heig-vd.ch, FEMALE, HEG, Etudiant
EID_104063, Clément, Emil, (024) 777 347 138, emil.clement@heig-vd.ch, MALE, EC, Administratif
EID_104064, Delon, Henri, (024) 777 329 825, henri.delon@heig-vd.ch, MALE, TIN, Administratif
EID_104065, Smith, Charles, (024) 777 352 579, charles.smith@heig-vd.ch, MALE, EC, Professeur
EID_104066, Bauer, Fabienne, (024) 777 682 456, fabienne.bauer@heig-vd.ch, FEMALE, EC, Assistant
EID_104067, Dupont, Bernadette, (024) 777 771 246, bernadette.dupont@heig-vd.ch, FEMALE, EC, Assistant
EID_104068, Jones, Henri, (024) 777 198 868, henri.jones@heig-vd.ch, MALE, EC, Assistant
EID_104069, De Decker, Emil, (024) 777 828 893, emil.dedecker@heig-vd.ch, MALE, TIN, Administratif
EID_104070, Marchand, Dorothé, (024) 777 189 630, dorothe.marchand@heig-vd.ch, FEMALE, EC, Etudiant
EID_104071, Marchand, Carole, (024) 777 146 792, carole.marchand@heig-vd.ch, FEMALE, TIC, Etudiant
EID_104072, Simpson, Carine, (024) 777 494 590, carine.simpson@heig-vd.ch, FEMALE, HEG, Administratif
EID_104073, Dupond, Jimmy, (024) 777 486 817, jimmy.dupond@heig-vd.ch, MALE, DEPG, Administratif
EID_104074, Marchand, Aurore, (024) 777 437 642, aurore.marchand@heig-vd.ch, FEMALE, EC, Assistant
EID_104075, Delon, Lucien, (024) 777 898 457, lucien.delon@heig-vd.ch, MALE, HEG, Administratif
EID_104076, Dupond, Fabien, (024) 777 160 288, fabien.dupond@heig-vd.ch, MALE, DEPG, Etudiant
EID_104077, Belmondo, Charles, (024) 777 240 318, charles.belmondo@heig-vd.ch, MALE, HEG, Etudiant
EID_104078, Belmondo, Carine, (024) 777 846 488, carine.belmondo@heig-vd.ch, FEMALE, TIC, Etudiant
EID_104079, Clément, Julie, (024) 777 647 234, julie.clement@heig-vd.ch, FEMALE, DEPG, Professeur
EID_104080, Dupond, Bernadette, (024) 777 818 632, bernadette.dupond@heig-vd.ch, FEMALE, HEG, Assistant
EID_104081, Smith, Gilles, (024) 777 585 884, gilles.smith@heig-vd.ch, MALE, DEPG, Etudiant
EID_104082, Dupont, Guillaume, (024) 777 562 747, guillaume.dupont@heig-vd.ch, MALE, TIN, Assistant
EID_104083, Marchand, Julie, (024) 777 444 740, julie.marchand@heig-vd.ch, FEMALE, TIC, Administratif
EID_104084, Belmondo, Christine, (024) 777 286 164, christine.belmondo@heig-vd.ch, FEMALE, TIN, Etudiant
EID_104085, Delon, Jimmy, (024) 777 663 177, jimmy.delon@heig-vd.ch, MALE, HEG, Professeur
EID_104086, Marchand, Marc, (024) 777 340 356, marc.marchand@heig-vd.ch, MALE, COMEM, Etudiant
EID_104087, Dupont, Henri, (024) 777 187 403, henri.dupont@heig-vd.ch, MALE, DEPG, Administratif
EID_104088, Dupond, Jimmy, (024) 777 490 512, jimmy.dupond@heig-vd.ch, MALE, DEPG, Assistant
EID_104089, Belmondo, Carole, (024) 777 784 529, carole.belmondo@heig-vd.ch, FEMALE, TIC, Administratif
EID_104090, Smith, Cédric, (024) 777 432 416, cedric.smith@heig-vd.ch, MALE, HEG, Administratif
EID_104091, Clément, Gilles, (024) 777 322 241, gilles.clement@heig-vd.ch, MALE, TIC, Professeur
EID_104092, Marchand, Brigitte, (024) 777 488 706, brigitte.marchand@heig-vd.ch, FEMALE, COMEM, Administratif
EID_104093, Marchand, Brigitte, (024) 777 789 426, brigitte.marchand@heig-vd.ch, FEMALE, HEG, Administratif
EID_104094, De Villiers, Aurore, (024) 777 342 113, aurore.devilliers@heig-vd.ch, FEMALE, TIN, Administratif
EID_104095, Belmondo, Carole, (024) 777 317 404, carole.belmondo@heig-vd.ch, FEMALE, COMEM, Assistant
EID_104096, Marchand, Albert, (024) 777 792 625, albert.marchand@heig-vd.ch, MALE, COMEM, Assistant
EID_104097, Simpson, Henri, (024) 777 636 468, henri.simpson@heig-vd.ch, MALE, EC, Professeur
EID_104098, Dupont, Brigitte, (024) 777 165 896, brigitte.dupont@heig-vd.ch, FEMALE, TIN, Assistant
EID_104099, Durant, Henri, (024) 777 462 656, henri.durant@heig-vd.ch, MALE, TIN, Administratif
EID_104100, Bauer, Bernadette, (024) 777 649 872, bernadette.bauer@heig-vd.ch, FEMALE, HEG, Professeur
EID_104101, Delon, Henri, (024) 777 609 795, henri.delon@heig-vd.ch, MALE, DEPG, Professeur
EID_104102, De Decker, Carine, (024) 777 514 487, carine.dedecker@heig-vd.ch, FEMALE, TIN, Assistant
EID_104103, Marchand, Bernadette, (024) 777 448 410, bernadette.marchand@heig-vd.ch, FEMALE, TIN, Etudiant
EID_104104, Belmondo, Amélie, (024) 777 578 577, amelie.belmondo@heig-vd.ch, FEMALE, TIN, Professeur
EID_104105, Jones, Frédéric, (024) 777 865 451, frederic.jones@heig-vd.ch, MALE, TIN, Assistant
EID_104106, Marchand, Amélie, (024) 777 609 710, amelie.marchand@heig-vd.ch, FEMALE, COMEM, Assistant
EID_104107, Bauer, Marc, (024) 777 570 863, marc.bauer@heig-vd.ch, MALE, TIN, Professeur
EID_104108, Dupond, Georgette, (024) 777 280 637, georgette.dupond@heig-vd.ch, FEMALE, EC, Assistant
EID_104109, Clément, Bernadette, (024) 777 188 255, bernadette.clement@heig-vd.ch, FEMALE, TIN, Etudiant
EID_104110, De Villiers, Emil, (024) 777 173 498, emil.devilliers@heig-vd.ch, MALE, TIN, Etudiant
EID_104111, Clément, Henri, (024) 777 293 762, henri.clement@heig-vd.ch, MALE, EC, Administratif
EID_104112, Simpson, Evelyne, (024) 777 602 852, evelyne.simpson@heig-vd.ch, FEMALE, TIN, Administratif
EID_104113, Marchand, Charles, (024) 777 533 147, charles.marchand@heig-vd.ch, MALE, HEG, Administratif
EID_104114, Durant, Anne, (024) 777 478 196, anne.durant@heig-vd.ch, FEMALE, TIN, Etudiant
EID_104115, Delon, Gontran, (024) 777 826 240, gontran.delon@heig-vd.ch, MALE, COMEM, Assistant
EID_104116, Clément, Bryan, (024) 777 834 191, bryan.clement@heig-vd.ch, MALE, HEG, Assistant
EID_104117, Bauer, Carole, (024) 777 403 202, carole.bauer@heig-vd.ch, FEMALE, EC, Administratif
EID_104118, De Decker, Dorothé, (024) 777 316 629, dorothe.dedecker@heig-vd.ch, FEMALE, EC, Etudiant
EID_104119, Dupont, Guillaume, (024) 777 418 866, guillaume.dupont@heig-vd.ch, MALE, DEPG, Etudiant
EID_104120, De Villiers, Bernard, (024) 777 336 300, bernard.devilliers@heig-vd.ch, MALE, EC, Professeur
EID_104121, Durant, Faustine, (024) 777 776 719, faustine.durant@heig-vd.ch, FEMALE, HEG, Professeur
EID_104122, Smith, Brigitte, (024) 777 318 272, brigitte.smith@heig-vd.ch, FEMALE, HEG, Administratif
EID_104123, Simpson, Luc, (024) 777 129 139, luc.simpson@heig-vd.ch, MALE, TIN, Professeur
EID_104124, Durant, Brigitte, (024) 777 796 700, brigitte.durant@heig-vd.ch, FEMALE, EC, Etudiant
EID_104125, Marchand, Edgar, (024) 777 128 512, edgar.marchand@heig-vd.ch, MALE, COMEM, Etudiant
EID_104126, Durant, Amélie, (024) 777 610 386, amelie.durant@heig-vd.ch, FEMALE, HEG, Professeur
EID_104127, Simpson, Marc, (024) 777 244 279, marc.simpson@heig-vd.ch, MALE, TIC, Assistant
EID_104128, Smith, Anne, (024) 777 739 567, anne.smith@heig-vd.ch, FEMALE, HEG, Assistant
EID_104129, Jones, Brigitte, (024) 777 897 306, brigitte.jones@heig-vd.ch, FEMALE, TIN, Etudiant
EID_104130, Smith, Christine, (024) 777 818 207, christine.smith@heig-vd.ch, FEMALE, TIC, Administratif
EID_104131, Clément, Fabienne, (024) 777 122 432, fabienne.clement@heig-vd.ch, FEMALE, COMEM, Administratif
EID_104132, De Decker, Brigitte, (024) 777 334 236, brigitte.dedecker@heig-vd.ch, FEMALE, EC, Administratif
EID_104133, Marchand, Bryan, (024) 777 527 226, bryan.marchand@heig-vd.ch, MALE, HEG, Etudiant
EID_104134, Dupond, Julie, (024) 777 539 721, julie.dupond@heig-vd.ch, FEMALE, DEPG, Professeur
EID_104135, Clément, Danièle, (024) 777 194 579, daniele.clement@heig-vd.ch, FEMALE, TIN, Etudiant
EID_104136, Dupont, Evelyne, (024) 777 215 794, evelyne.dupont@heig-vd.ch, FEMALE, COMEM, Administratif
EID_104137, Durant, Dylan, (024) 777 778 882, dylan.durant@heig-vd.ch, MALE, TIC, Administratif
EID_104138, Smith, Luc, (024) 777 748 170, luc.smith@heig-vd.ch, MALE, TIC, Professeur
EID_104139, Clément, Emilie, (024) 777 211 213, emilie.clement@heig-vd.ch, FEMALE, TIN, Assistant
EID_104140, Smith, Guillaume, (024) 777 425 318, guillaume.smith@heig-vd.ch, MALE, DEPG, Administratif
EID_104141, Dupond, Emil, (024) 777 127 389, emil.dupond@heig-vd.ch, MALE, TIC, Professeur
EID_104142, Clément, Guillaume, (024) 777 512 397, guillaume.clement@heig-vd.ch, MALE, TIC, Professeur
EID_104143, Smith, Irène, (024) 777 538 428, irene.smith@heig-vd.ch, FEMALE, TIC, Administratif
EID_104144, Clément, Henriette, (024) 777 796 491, henriette.clement@heig-vd.ch, FEMALE, DEPG, Assistant
EID_104145, Dupond, Dylan, (024) 777 588 123, dylan.dupond@heig-vd.ch, MALE, TIN, Assistant
EID_104146, Smith, Henriette, (024) 777 831 122, henriette.smith@heig-vd.ch, FEMALE, COMEM, Assistant
EID_104147, Marchand, Edgar, (024) 777 200 756, edgar.marchand@heig-vd.ch, MALE, DEPG, Professeur
EID_104148, Marchand, Guillaume, (024) 777 820 260, guillaume.marchand@heig-vd.ch, MALE, HEG, Professeur
EID_104149, Jones, Dorothé, (024) 777 555 410, dorothe.jones@heig-vd.ch, FEMALE, COMEM, Professeur
EID_104150, Bauer, Danièle, (024) 777 521 351, daniele.bauer@heig-vd.ch, FEMALE, HEG, Etudiant
EID_104151, De Villiers, Gontran, (024) 777 832 406, gontran.devilliers@heig-vd.ch, MALE, TIN, Administratif
EID_104152, Clément, Carine, (024) 777 228 729, carine.clement@heig-vd.ch, FEMALE, HEG, Etudiant
EID_104153, Smith, Gontran, (024) 777 155 544, gontran.smith@heig-vd.ch, MALE, HEG, Assistant
EID_104154, Smith, Anne, (024) 777 835 430, anne.smith@heig-vd.ch, FEMALE, TIC, Professeur
EID_104155, Jones, Aurore, (024) 777 170 237, aurore.jones@heig-vd.ch, FEMALE, DEPG, Administratif
EID_104156, Durant, Lucien, (024) 777 595 778, lucien.durant@heig-vd.ch, MALE, TIC, Assistant
EID_104157, Jones, Carole, (024) 777 588 284, carole.jones@heig-vd.ch, FEMALE, TIC, Assistant
EID_104158, Belmondo, Jimmy, (024) 777 547 752, jimmy.belmondo@heig-vd.ch, MALE, COMEM, Administratif
EID_104159, Jones, Brigitte, (024) 777 886 834, brigitte.jones@heig-vd.ch, FEMALE, HEG, Assistant
EID_104160, Belmondo, Emilie, (024) 777 171 355, emilie.belmondo@heig-vd.ch, FEMALE, TIN, Assistant
EID_104161, Delon, Henriette, (024) 777 579 336, henriette.delon@heig-vd.ch, FEMALE, COMEM, Assistant
EID_104162, Smith, Guillaume, (024) 777 595 170, guillaume.smith@heig-vd.ch, MALE, TIN, Professeur
EID_104163, Bauer, Didier, (024) 777 219 300, didier.bauer@heig-vd.ch, MALE, TIN, Administratif
EID_104164, Clément, Marc, (024) 777 424 850, marc.clement@heig-vd.ch, MALE, HEG, Assistant
EID_104165, De Decker, Henriette, (024) 777 419 411, henriette.dedecker@heig-vd.ch, FEMALE, EC, Professeur
EID_104166, Belmondo, Georgette, (024) 777 717 397, georgette.belmondo@heig-vd.ch, FEMALE, TIN, Assistant
EID_104167, Bauer, Guillaume, (024) 777 382 760, guillaume.bauer@heig-vd.ch, MALE, TIC, Administratif
EID_104168, Clément, Henri, (024) 777 185 161, henri.clement@heig-vd.ch, MALE, EC, Administratif
EID_104169, Marchand, Cédric, (024) 777 453 166, cedric.marchand@heig-vd.ch, MALE, EC, Etudiant
EID_104170, Durant, Marc, (024) 777 655 496, marc.durant@heig-vd.ch, MALE, COMEM, Professeur
EID_104171, De Villiers, Danièle, (024) 777 487 768, daniele.devilliers@heig-vd.ch, FEMALE, EC, Administratif
EID_104172, Simpson, Evelyne, (024) 777 336 871, evelyne.simpson@heig-vd.ch, FEMALE, EC, Etudiant
EID_104173, Delon, Julien, (024) 777 579 581, julien.delon@heig-vd.ch, MALE, COMEM, Assistant
EID_104174, Bauer, Guillaume, (024) 777 202 337, guillaume.bauer@heig-vd.ch, MALE, TIC, Administratif
EID_104175, Belmondo, Julie, (024) 777 860 128, julie.belmondo@heig-vd.ch, FEMALE, HEG, Professeur
EID_104176, Dupont, Emilie, (024) 777 138 123, emilie.dupont@heig-vd.ch, FEMALE, HEG, Assistant
EID_104177, Jones, Gontran, (024) 777 863 372, gontran.jones@heig-vd.ch, MALE, COMEM, Etudiant
EID_104178, De Villiers, Georgette, (024) 777 822 641, georgette.devilliers@heig-vd.ch, FEMALE, HEG, Etudiant
EID_104179, Belmondo, Bernadette, (024) 777 482 612, bernadette.belmondo@heig-vd.ch, FEMALE, TIC, Etudiant
EID_104180, Marchand, Anne, (024) 777 484 510, anne.marchand@heig-vd.ch, FEMALE, TIC, Professeur
EID_104181, De Decker, Georgette, (024) 777 210 649, georgette.dedecker@heig-vd.ch, FEMALE, EC, Administratif
EID_104182, De Villiers, Bernadette, (024) 777 459 200, bernadette.devilliers@heig-vd.ch, FEMALE, DEPG, Professeur
EID_104183, Jones, Irène, (024) 777 397 109, irene.jones@heig-vd.ch, FEMALE, TIN, Etudiant
EID_104184, Belmondo, Carole, (024) 777 282 639, carole.belmondo@heig-vd.ch, FEMALE, TIC, Assistant
EID_104185, De Villiers, Dylan, (024) 777 748 814, dylan.devilliers@heig-vd.ch, MALE, EC, Assistant
EID_104186, Dupond, Marc, (024) 777 740 723, marc.dupond@heig-vd.ch, MALE, EC, Professeur
EID_104187, Belmondo, Luc, (024) 777 142 251, luc.belmondo@heig-vd.ch, MALE, EC, Professeur
EID_104188, Dupont, Marc, (024) 777 695 706, marc.dupont@heig-vd.ch, MALE, HEG, Etudiant
EID_104189, Jones, Dorothé, (024) 777 350 868, dorothe.jones@heig-vd.ch, FEMALE, EC, Administratif
EID_104190, Clément, Dorothé, (024) 777 206 680, dorothe.clement@heig-vd.ch, FEMALE, TIN, Administratif
EID_104191, Bauer, Christine, (024) 777 299 799, christine.bauer@heig-vd.ch, FEMALE, COMEM, Assistant
EID_104192, De Villiers, Fabrice, (024) 777 456 485, fabrice.devilliers@heig-vd.ch, MALE, EC, Assistant
EID_104193, Belmondo, Dorothé, (024) 777 381 619, dorothe.belmondo@heig-vd.ch, FEMALE, EC, Administratif
EID_104194, De Decker, Bryan, (024) 777 368 139, bryan.dedecker@heig-vd.ch, MALE, HEG, Administratif
EID_104195, Simpson, Cédric, (024) 777 439 493, cedric.simpson@heig-vd.ch, MALE, TIN, Etudiant
EID_104196, Dupond, Christine, (024) 777 330 210, christine.dupond@heig-vd.ch, FEMALE, EC, Etudiant
EID_104197, Smith, Aurore, (024) 777 502 810, aurore.smith@heig-vd.ch, FEMALE, COMEM, Assistant
EID_104198, Jones, Didier, (024) 777 133 264, didier.jones@heig-vd.ch, MALE, EC, Assistant
EID_104199, Dupond, Bryan, (024) 777 126 483, bryan.dupond@heig-vd.ch, MALE, EC, Assistant
EID_104200, De Villiers, Fabrice, (024) 777 843 399, fabrice.devilliers@heig-vd.ch, MALE, HEG, Administratif
EID_104201, Delon, Marc, (024) 777 544 866, marc.delon@heig-vd.ch, MALE, DEPG, Assistant
EID_104202, Dupont, Bernadette, (024) 777 878 495, bernadette.dupont@heig-vd.ch, FEMALE, COMEM, Professeur
EID_104203, De Decker, Dorothé, (024) 777 759 820, dorothe.dedecker@heig-vd.ch, FEMALE, EC, Etudiant
EID_104204, Delon, Brigitte, (024) 777 206 506, brigitte.delon@heig-vd.ch, FEMALE, DEPG, Assistant
EID_104205, Durant, Henri, (024) 777 169 826, henri.durant@heig-vd.ch, MALE, TIN, Assistant
EID_104206, De Decker, Carine, (024) 777 350 873, carine.dedecker@heig-vd.ch, FEMALE, COMEM, Administratif
EID_104207, Delon, Frédéric, (024) 777 783 854, frederic.delon@heig-vd.ch, MALE, TIN, Etudiant
EID_104208, Dupont, Marc, (024) 777 547 640, marc.dupont@heig-vd.ch, MALE, DEPG, Administratif
EID_104209, Bauer, Aurore, (024) 777 384 663, aurore.bauer@heig-vd.ch, FEMALE, DEPG, Etudiant
EID_104210, Simpson, Julien, (024) 777 243 671, julien.simpson@heig-vd.ch, MALE, TIN, Professeur
EID_104211, Delon, Albert, (024) 777 874 693, albert.delon@heig-vd.ch, MALE, HEG, Etudiant
EID_104212, De Decker, Fabrice, (024) 777 535 326, fabrice.dedecker@heig-vd.ch, MALE, TIC, Administratif
EID_104213, Durant, Bryan, (024) 777 408 604, bryan.durant@heig-vd.ch, MALE, DEPG, Etudiant
EID_104214, Marchand, Dorothé, (024) 777 151 484, dorothe.marchand@heig-vd.ch, FEMALE, EC, Etudiant
EID_104215, Dupond, Emma, (024) 777 378 390, emma.dupond@heig-vd.ch, FEMALE, EC, Professeur
EID_104216, De Decker, Carole, (024) 777 821 221, carole.dedecker@heig-vd.ch, FEMALE, TIC, Professeur
EID_104217, Dupont, Bryan, (024) 777 294 464, bryan.dupont@heig-vd.ch, MALE, DEPG, Etudiant
EID_104218, Jones, Didier, (024) 777 435 573, didier.jones@heig-vd.ch, MALE, COMEM, Etudiant
EID_104219, Jones, Jimmy, (024) 777 329 597, jimmy.jones@heig-vd.ch, MALE, COMEM, Professeur
EID_104220, Marchand, Christine, (024) 777 212 383, christine.marchand@heig-vd.ch, FEMALE, TIN, Assistant
EID_104221, Simpson, Edgar, (024) 777 696 754, edgar.simpson@heig-vd.ch, MALE, TIC, Assistant
EID_104222, Smith, Marc, (024) 777 316 609, marc.smith@heig-vd.ch, MALE, HEG, Professeur
EID_104223, Durant, Edgar, (024) 777 592 682, edgar.durant@heig-vd.ch, MALE, COMEM, Professeur
EID_104224, Clément, Christine, (024) 777 813 148, christine.clement@heig-vd.ch, FEMALE, DEPG, Assistant
EID_104225, Simpson, Fabienne, (024) 777 422 266, fabienne.simpson@heig-vd.ch, FEMALE, TIN, Assistant
EID_104226, Clément, Henri, (024) 777 123 754, henri.clement@heig-vd.ch, MALE, COMEM, Etudiant
EID_104227, Dupont, Charles, (024) 777 267 510, charles.dupont@heig-vd.ch, MALE, TIN, Etudiant
EID_104228, Jones, Christine, (024) 777 613 748, christine.jones@heig-vd.ch, FEMALE, DEPG, Professeur
EID_104229, Dupont, Fabien, (024) 777 162 775, fabien.dupont@heig-vd.ch, MALE, DEPG, Professeur
EID_104230, Delon, Guillaume, (024) 777 327 701, guillaume.delon@heig-vd.ch, MALE, DEPG, Administratif
EID_104231, Simpson, Gontran, (024) 777 667 321, gontran.simpson@heig-vd.ch, MALE, EC, Professeur
EID_104232, Bauer, Aurore, (024) 777 246 383, aurore.bauer@heig-vd.ch, FEMALE, TIC, Etudiant
EID_104233, Smith, Albert, (024) 777 754 534, albert.smith@heig-vd.ch, MALE, DEPG, Administratif
EID_104234, Delon, Albert, (024) 777 562 471, albert.delon@heig-vd.ch, MALE, DEPG, Professeur
EID_104235, Durant, Danièle, (024) 777 113 891, daniele.durant@heig-vd.ch, FEMALE, HEG, Administratif
EID_104236, Jones, Aurore, (024) 777 441 685, aurore.jones@heig-vd.ch, FEMALE, DEPG, Professeur
EID_104237, Clément, Frédéric, (024) 777 474 560, frederic.clement@heig-vd.ch, MALE, EC, Administratif
EID_104238, Dupont, Henriette, (024) 777 705 556, henriette.dupont@heig-vd.ch, FEMALE, COMEM, Administratif
EID_104239, Marchand, Emil, (024) 777 338 716, emil.marchand@heig-vd.ch, MALE, EC, Professeur
EID_104240, Dupond, Christine, (024) 777 516 461, christine.dupond@heig-vd.ch, FEMALE, TIC, Professeur
EID_104241, Belmondo, Anne, (024) 777 159 310, anne.belmondo@heig-vd.ch, FEMALE, TIN, Administratif
EID_104242, Belmondo, Bernard, (024) 777 574 156, bernard.belmondo@heig-vd.ch, MALE, TIC, Administratif
EID_104243, Smith, Danièle, (024) 777 139 295, daniele.smith@heig-vd.ch, FEMALE, TIN, Assistant
EID_104244, Smith, Jimmy, (024) 777 370 571, jimmy.smith@heig-vd.ch, MALE, COMEM, Assistant
EID_104245, Dupont, Dylan, (024) 777 630 764, dylan.dupont@heig-vd.ch, MALE, EC, Etudiant
EID_104246, Simpson, Dylan, (024) 777 860 789, dylan.simpson@heig-vd.ch, MALE, TIC, Etudiant
EID_104247, De Villiers, Carine, (024) 777 438 473, carine.devilliers@heig-vd.ch, FEMALE, HEG, Assistant
EID_104248, Dupond, Guillaume, (024) 777 623 274, guillaume.dupond@heig-vd.ch, MALE, TIC, Administratif
EID_104249, Delon, Fabien, (024) 777 762 740, fabien.delon@heig-vd.ch, MALE, EC, Assistant
EID_104250, Dupont, Christine, (024) 777 720 860, christine.dupont@heig-vd.ch, FEMALE, HEG, Professeur
EID_104251, De Decker, Henriette, (024) 777 327 702, henriette.dedecker@heig-vd.ch, FEMALE, DEPG, Administratif
EID_104252, Durant, Julien, (024) 777 433 126, julien.durant@heig-vd.ch, MALE, COMEM, Assistant
EID_104253, Simpson, Dylan, (024) 777 556 802, dylan.simpson@heig-vd.ch, MALE, DEPG, Professeur
EID_104254, Smith, Lucien, (024) 777 664 451, lucien.smith@heig-vd.ch, MALE, TIN, Administratif
EID_104255, Dupond, Henri, (024) 777 482 701, henri.dupond@heig-vd.ch, MALE, DEPG, Etudiant
EID_104256, Dupont, Bryan, (024) 777 604 140, bryan.dupont@heig-vd.ch, MALE, TIC, Professeur
EID_104257, Smith, Fabrice, (024) 777 215 879, fabrice.smith@heig-vd.ch, MALE, HEG, Administratif
EID_104258, Belmondo, Emilie, (024) 777 162 663, emilie.belmondo@heig-vd.ch, FEMALE, TIC, Assistant
EID_104259, Durant, Frédéric, (024) 777 568 657, frederic.durant@heig-vd.ch, MALE, TIC, Assistant
EID_104260, Dupont, Luc, (024) 777 505 164, luc.dupont@heig-vd.ch, MALE, EC, Professeur
EID_104261, Marchand, Albert, (024) 777 149 620, albert.marchand@heig-vd.ch, MALE, EC, Etudiant
EID_104262, Clément, Fabienne, (024) 777 516 663, fabienne.clement@heig-vd.ch, FEMALE, DEPG, Administratif
EID_104263, Marchand, Emil, (024) 777 770 665, emil.marchand@heig-vd.ch, MALE, TIN, Administratif
EID_104264, Belmondo, Gilles, (024) 777 496 299, gilles.belmondo@heig-vd.ch, MALE, TIC, Assistant
EID_104265, Simpson, Evelyne, (024) 777 247 805, evelyne.simpson@heig-vd.ch, FEMALE, TIN, Etudiant
EID_104266, Simpson, Lucien, (024) 777 298 198, lucien.simpson@heig-vd.ch, MALE, TIC, Administratif
EID_104267, Delon, Cédric, (024) 777 193 530, cedric.delon@heig-vd.ch, MALE, TIN, Professeur
EID_104268, Durant, Bernard, (024) 777 821 898, bernard.durant@heig-vd.ch, MALE, COMEM, Assistant
